Directorate,Question Text,Response Answer,Response Score,Question Status,Assignment Category,Person Number,User Person Type,System Person Type,Enterprise Hire Date,Month,Response Text,Response (%),Response Status,Grade Name,Length Of Service,LOS Bands
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard part time,245661,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Agree,,Active,Standard part time,245661,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard part time,245661,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard part time,166542,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard part time,166542,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard part time,166542,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Agree,,Active,Standard part time,166542,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard part time,166542,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard part time,665421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard part time,665421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,665423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,665423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,665423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,665423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,665423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard part time,665424,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Agree,,Active,Standard part time,665424,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Strongly Agree,,Active,Standard full time,665425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,665425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,665425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,665425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,665425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,665426,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,665426,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard part time,665421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Disagree,,Active,Standard part time,665421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Not Answered,,Active,Standard part time,665428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Not Answered,,Active,Standard part time,665428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,665429,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,665429,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,665429,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,665429,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,665429,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard part time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard part time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard part time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard part time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard part time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Disagree,,Active,Standard full time,165422,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,165422,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,165423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,165423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Agree,,Active,Standard full time,165423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Disagree,,Active,Standard full time,165423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,165423,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,165424,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,165424,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,165425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,165425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,165425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,165425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,165425,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,165426,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,165426,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,165426,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,165426,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,165426,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,165421,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,765428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,765428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,765428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,765428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,765428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,765429,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Prefer not to say,,Active,Standard full time,765429,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,725251,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,725251,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,725265,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Disagree,,Active,Standard full time,725265,Permanent,Employee,,,,,,,,
