Directorate,Question Text,Question Text Group,Response Answer,Assignment Category,Person Number,Termination Date,Allocation Date,User Person Type,Enterprise Hire Date,Month,Response Text,Response Date and Time,Grade Name,Length Of Service
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Prefer not to say,Standard full time,727715,12/05/2023,20/02/2023,Permanent,06/06/2016,2023 / 03,,13/03/2023,Scale E,6.934246575
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Prefer not to say,Standard full time,727715,12/05/2023,20/02/2023,Permanent,06/06/2016,2023 / 03,,13/03/2023,Scale E,6.934246575
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,727770,23/06/2023,25/05/2023,Permanent,23/05/2016,2023 / 05,,30/05/2023,Scale I,7.087671233
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,727770,23/06/2023,25/05/2023,Permanent,23/05/2016,2023 / 05,,30/05/2023,Scale I,7.087671233
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,727770,23/06/2023,25/05/2023,Permanent,23/05/2016,2023 / 05,,30/05/2023,Scale I,7.087671233
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,727770,23/06/2023,25/05/2023,Permanent,23/05/2016,2023 / 05,,30/05/2023,Scale I,7.087671233
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Strongly Agree,Standard full time,727770,23/06/2023,25/05/2023,Permanent,23/05/2016,2023 / 05,,30/05/2023,Scale I,7.087671233
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,727712,21/04/2023,23/02/2023,Permanent,08/08/2016,2023 / 03,,12/03/2023,Scale F,6.704109589
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,727712,21/04/2023,23/02/2023,Permanent,08/08/2016,2023 / 03,,12/03/2023,Scale F,6.704109589
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,727712,21/04/2023,23/02/2023,Permanent,08/08/2016,2023 / 03,,12/03/2023,Scale F,6.704109589
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,727712,21/04/2023,23/02/2023,Permanent,08/08/2016,2023 / 03,,12/03/2023,Scale F,6.704109589
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,727712,21/04/2023,23/02/2023,Permanent,08/08/2016,2023 / 03,,12/03/2023,Scale F,6.704109589
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,727750,20/01/2023,05/12/2022,Permanent,05/09/2016,2023 / 01,,20/01/2023,Scale F,6.378082192
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,727750,20/01/2023,05/12/2022,Permanent,05/09/2016,2023 / 01,,20/01/2023,Scale F,6.378082192
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,727750,20/01/2023,05/12/2022,Permanent,05/09/2016,2023 / 01,,20/01/2023,Scale F,6.378082192
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,727750,20/01/2023,05/12/2022,Permanent,05/09/2016,2023 / 01,,20/01/2023,Scale F,6.378082192
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,727750,20/01/2023,05/12/2022,Permanent,05/09/2016,2023 / 01,,20/01/2023,Scale F,6.378082192
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Prefer not to say,Standard full time,727769,26/04/2023,22/03/2023,Permanent,22/08/2016,2023 / 04,,17/04/2023,Scale I,6.679452055
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,727769,26/04/2023,22/03/2023,Permanent,22/08/2016,2023 / 04,,17/04/2023,Scale I,6.679452055
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,727769,26/04/2023,22/03/2023,Permanent,22/08/2016,2023 / 04,,17/04/2023,Scale I,6.679452055
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,727769,26/04/2023,22/03/2023,Permanent,22/08/2016,2023 / 04,,17/04/2023,Scale I,6.679452055
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,727769,26/04/2023,22/03/2023,Permanent,22/08/2016,2023 / 04,,17/04/2023,Scale I,6.679452055
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Agree,Standard full time,727809,10/02/2023,10/11/2022,Permanent,06/09/2016,2022 / 12,,05/12/2022,Scale G,6.432876712
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,727809,10/02/2023,10/11/2022,Permanent,06/09/2016,2022 / 12,,05/12/2022,Scale G,6.432876712
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,727809,10/02/2023,10/11/2022,Permanent,06/09/2016,2022 / 12,,05/12/2022,Scale G,6.432876712
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,727809,10/02/2023,10/11/2022,Permanent,06/09/2016,2022 / 12,,05/12/2022,Scale G,6.432876712
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,727809,10/02/2023,10/11/2022,Permanent,06/09/2016,2022 / 12,,05/12/2022,Scale G,6.432876712
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,727881,18/06/2023,21/03/2023,Permanent,12/09/2016,2023 / 03,,27/03/2023,Scale F,6.767123288
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,727881,18/06/2023,21/03/2023,Permanent,12/09/2016,2023 / 03,,27/03/2023,Scale F,6.767123288
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,727881,18/06/2023,21/03/2023,Permanent,12/09/2016,2023 / 03,,27/03/2023,Scale F,6.767123288
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,727881,18/06/2023,21/03/2023,Permanent,12/09/2016,2023 / 03,,27/03/2023,Scale F,6.767123288
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,727881,18/06/2023,21/03/2023,Permanent,12/09/2016,2023 / 03,,27/03/2023,Scale F,6.767123288
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Agree,Standard full time,727897,17/02/2023,23/11/2022,Permanent,12/09/2016,2022 / 12,,16/12/2022,Scale E,6.435616438
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,727897,17/02/2023,23/11/2022,Permanent,12/09/2016,2022 / 12,,16/12/2022,Scale E,6.435616438
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,727897,17/02/2023,23/11/2022,Permanent,12/09/2016,2022 / 12,,16/12/2022,Scale E,6.435616438
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,727897,17/02/2023,23/11/2022,Permanent,12/09/2016,2022 / 12,,16/12/2022,Scale E,6.435616438
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Disagree,Standard full time,727897,17/02/2023,23/11/2022,Permanent,12/09/2016,2022 / 12,,16/12/2022,Scale E,6.435616438
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,727928,01/09/2023,06/06/2023,Permanent,17/10/2016,2023 / 06,,22/06/2023,Scale E,6.876712329
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,727928,01/09/2023,06/06/2023,Permanent,17/10/2016,2023 / 06,,22/06/2023,Scale E,6.876712329
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Disagree,Standard full time,727928,01/09/2023,06/06/2023,Permanent,17/10/2016,2023 / 06,,22/06/2023,Scale E,6.876712329
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,727928,01/09/2023,06/06/2023,Permanent,17/10/2016,2023 / 06,,22/06/2023,Scale E,6.876712329
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,727928,01/09/2023,06/06/2023,Permanent,17/10/2016,2023 / 06,,22/06/2023,Scale E,6.876712329
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Agree,Standard full time,728044,09/12/2022,11/10/2022,Permanent,12/12/2016,2022 / 11,,04/11/2022,Scale D,5.994520548
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,728044,09/12/2022,11/10/2022,Permanent,12/12/2016,2022 / 11,,04/11/2022,Scale D,5.994520548
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,728044,09/12/2022,11/10/2022,Permanent,12/12/2016,2022 / 11,,04/11/2022,Scale D,5.994520548
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,728044,09/12/2022,11/10/2022,Permanent,12/12/2016,2022 / 11,,04/11/2022,Scale D,5.994520548
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,728044,09/12/2022,11/10/2022,Permanent,12/12/2016,2022 / 11,,04/11/2022,Scale D,5.994520548
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard part time,728094,18/01/2024,19/10/2023,Permanent,14/11/2016,2023 / 10,,23/10/2023,Scale E,7.180821918
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard part time,728094,18/01/2024,19/10/2023,Permanent,14/11/2016,2023 / 10,,23/10/2023,Scale E,7.180821918
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard part time,728094,18/01/2024,19/10/2023,Permanent,14/11/2016,2023 / 10,,23/10/2023,Scale E,7.180821918
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard part time,728094,18/01/2024,19/10/2023,Permanent,14/11/2016,2023 / 10,,23/10/2023,Scale E,7.180821918
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard part time,728094,18/01/2024,19/10/2023,Permanent,14/11/2016,2023 / 10,,23/10/2023,Scale E,7.180821918
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Disagree,Standard full time,728117,06/04/2023,07/03/2023,Permanent,12/12/2016,2023 / 03,,08/03/2023,Scale H,6.317808219
